日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率,date,品种
2017-02-13,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.14,,0.01,0.0,0.0,,,2017-02-13,中证交易所高等级绿色债券指数
2017-02-14,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.06,,-0.09,0.0,0.0,,,2017-02-14,中证交易所高等级绿色债券指数
2017-02-15,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.86,,-0.19,0.0,0.0,,,2017-02-15,中证交易所高等级绿色债券指数
2017-02-16,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.88,,0.01,0.0,0.0,,,2017-02-16,中证交易所高等级绿色债券指数
2017-02-17,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.85,,-0.03,0.0,0.0,,,2017-02-17,中证交易所高等级绿色债券指数
2017-02-20,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.96,,0.11,0.0,0.0,,,2017-02-20,中证交易所高等级绿色债券指数
2017-02-21,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.0,,0.05,0.0,0.0,,,2017-02-21,中证交易所高等级绿色债券指数
2017-02-22,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.92,,-0.09,0.0,0.0,,,2017-02-22,中证交易所高等级绿色债券指数
2017-02-23,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.88,,-0.04,0.0,0.0,,,2017-02-23,中证交易所高等级绿色债券指数
2017-02-24,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.97,,0.09,0.0,0.0,,,2017-02-24,中证交易所高等级绿色债券指数
2017-02-27,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.0,,0.03,0.0,0.0,,,2017-02-27,中证交易所高等级绿色债券指数
2017-02-28,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.01,,0.01,0.0,0.0,,,2017-02-28,中证交易所高等级绿色债券指数
2017-03-01,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.0,,-0.02,0.0,0.0,,,2017-03-01,中证交易所高等级绿色债券指数
2017-03-02,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.01,,0.01,0.0,0.0,,,2017-03-02,中证交易所高等级绿色债券指数
2017-03-03,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.04,,0.03,0.0,0.0,,,2017-03-03,中证交易所高等级绿色债券指数
2017-03-06,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.01,,-0.04,0.0,0.0,,,2017-03-06,中证交易所高等级绿色债券指数
2017-03-07,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.99,,-0.02,0.0,0.0,,,2017-03-07,中证交易所高等级绿色债券指数
2017-03-08,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.93,,-0.06,0.0,0.0,,,2017-03-08,中证交易所高等级绿色债券指数
2017-03-09,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.88,,-0.06,0.0,0.0,,,2017-03-09,中证交易所高等级绿色债券指数
2017-03-10,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.74,,-0.14,0.0,0.0,,,2017-03-10,中证交易所高等级绿色债券指数
2017-03-13,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.71,,-0.03,0.0,0.0,,,2017-03-13,中证交易所高等级绿色债券指数
2017-03-14,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.67,,-0.04,0.0,0.0,,,2017-03-14,中证交易所高等级绿色债券指数
2017-03-15,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.68,,0.01,0.0,0.0,,,2017-03-15,中证交易所高等级绿色债券指数
2017-03-16,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.87,,0.2,0.0,0.0,,,2017-03-16,中证交易所高等级绿色债券指数
2017-03-17,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.87,,0.0,0.0,0.0,,,2017-03-17,中证交易所高等级绿色债券指数
2017-03-20,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.8,,-0.07,0.0,0.0,,,2017-03-20,中证交易所高等级绿色债券指数
2017-03-21,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.76,,-0.04,0.0,0.0,,,2017-03-21,中证交易所高等级绿色债券指数
2017-03-22,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.79,,0.03,0.0,0.0,,,2017-03-22,中证交易所高等级绿色债券指数
2017-03-23,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.67,,-0.12,0.0,0.0,,,2017-03-23,中证交易所高等级绿色债券指数
2017-03-24,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.73,,0.06,0.0,0.0,,,2017-03-24,中证交易所高等级绿色债券指数
2017-03-27,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.84,,0.12,0.0,0.0,,,2017-03-27,中证交易所高等级绿色债券指数
2017-03-28,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.9,,0.06,0.0,0.0,,,2017-03-28,中证交易所高等级绿色债券指数
2017-03-29,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.91,,0.01,0.0,0.0,,,2017-03-29,中证交易所高等级绿色债券指数
2017-03-30,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.91,,0.0,0.0,0.0,,,2017-03-30,中证交易所高等级绿色债券指数
2017-03-31,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.95,,0.04,0.0,0.0,,,2017-03-31,中证交易所高等级绿色债券指数
2017-04-05,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.0,,0.05,0.0,0.0,,,2017-04-05,中证交易所高等级绿色债券指数
2017-04-06,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.0,,0.0,0.0,0.0,,,2017-04-06,中证交易所高等级绿色债券指数
2017-04-07,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.03,,0.03,0.0,0.0,,,2017-04-07,中证交易所高等级绿色债券指数
2017-04-10,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.13,,0.1,0.0,0.0,,,2017-04-10,中证交易所高等级绿色债券指数
2017-04-11,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.14,,0.02,0.0,0.0,,,2017-04-11,中证交易所高等级绿色债券指数
2017-04-12,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.13,,-0.01,0.0,0.0,,,2017-04-12,中证交易所高等级绿色债券指数
2017-04-13,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.14,,0.01,0.0,0.0,,,2017-04-13,中证交易所高等级绿色债券指数
2017-04-14,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.12,,-0.02,0.0,0.0,,,2017-04-14,中证交易所高等级绿色债券指数
2017-04-17,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.08,,-0.05,0.0,0.0,,,2017-04-17,中证交易所高等级绿色债券指数
2017-04-18,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.94,,-0.14,0.0,0.0,,,2017-04-18,中证交易所高等级绿色债券指数
2017-04-19,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.9,,-0.04,0.0,0.0,,,2017-04-19,中证交易所高等级绿色债券指数
2017-04-20,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.79,,-0.11,0.0,0.0,,,2017-04-20,中证交易所高等级绿色债券指数
2017-04-21,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.73,,-0.07,0.0,0.0,,,2017-04-21,中证交易所高等级绿色债券指数
2017-04-24,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.62,,-0.11,0.0,0.0,,,2017-04-24,中证交易所高等级绿色债券指数
2017-04-25,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.48,,-0.14,0.0,0.0,,,2017-04-25,中证交易所高等级绿色债券指数
2017-04-26,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.4,,-0.08,0.0,0.0,,,2017-04-26,中证交易所高等级绿色债券指数
2017-04-27,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.37,,-0.04,0.0,0.0,,,2017-04-27,中证交易所高等级绿色债券指数
2017-04-28,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.4,,0.03,0.0,0.0,,,2017-04-28,中证交易所高等级绿色债券指数
2017-05-02,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.35,,-0.04,0.0,0.0,,,2017-05-02,中证交易所高等级绿色债券指数
2017-05-03,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.27,,-0.09,0.0,0.0,,,2017-05-03,中证交易所高等级绿色债券指数
2017-05-04,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.1,,-0.17,0.0,0.0,,,2017-05-04,中证交易所高等级绿色债券指数
2017-05-05,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.1,,0.0,0.0,0.0,,,2017-05-05,中证交易所高等级绿色债券指数
2017-05-08,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.98,,-0.12,0.0,0.0,,,2017-05-08,中证交易所高等级绿色债券指数
2017-05-09,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.84,,-0.15,0.0,0.0,,,2017-05-09,中证交易所高等级绿色债券指数
2017-05-10,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.61,,-0.23,0.0,0.0,,,2017-05-10,中证交易所高等级绿色债券指数
2017-05-11,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.4,,-0.22,0.0,0.0,,,2017-05-11,中证交易所高等级绿色债券指数
2017-05-12,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.39,,0.0,0.0,0.0,,,2017-05-12,中证交易所高等级绿色债券指数
2017-05-15,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.4,,0.01,0.0,0.0,,,2017-05-15,中证交易所高等级绿色债券指数
2017-05-16,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.28,,-0.12,0.0,0.0,,,2017-05-16,中证交易所高等级绿色债券指数
2017-05-17,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.22,,-0.06,0.0,0.0,,,2017-05-17,中证交易所高等级绿色债券指数
2017-05-18,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.26,,0.03,0.0,0.0,,,2017-05-18,中证交易所高等级绿色债券指数
2017-05-19,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.26,,0.0,0.0,0.0,,,2017-05-19,中证交易所高等级绿色债券指数
2017-05-22,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.31,,0.06,0.0,0.0,,,2017-05-22,中证交易所高等级绿色债券指数
2017-05-23,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.33,,0.02,0.0,0.0,,,2017-05-23,中证交易所高等级绿色债券指数
2017-05-24,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.33,,0.0,0.0,0.0,,,2017-05-24,中证交易所高等级绿色债券指数
2017-05-25,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.34,,0.01,0.0,0.0,,,2017-05-25,中证交易所高等级绿色债券指数
2017-05-26,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.4,,0.07,0.0,0.0,,,2017-05-26,中证交易所高等级绿色债券指数
2017-05-31,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.51,,0.11,0.0,0.0,,,2017-05-31,中证交易所高等级绿色债券指数
2017-06-01,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.54,,0.03,0.0,0.0,,,2017-06-01,中证交易所高等级绿色债券指数
2017-06-02,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.55,,0.01,0.0,0.0,,,2017-06-02,中证交易所高等级绿色债券指数
2017-06-05,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.57,,0.02,0.0,0.0,,,2017-06-05,中证交易所高等级绿色债券指数
2017-06-06,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.61,,0.04,0.0,0.0,,,2017-06-06,中证交易所高等级绿色债券指数
2017-06-07,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.67,,0.06,0.0,0.0,,,2017-06-07,中证交易所高等级绿色债券指数
2017-06-08,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.69,,0.02,0.0,0.0,,,2017-06-08,中证交易所高等级绿色债券指数
2017-06-09,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.79,,0.1,0.0,0.0,,,2017-06-09,中证交易所高等级绿色债券指数
2017-06-12,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,97.9,,0.11,0.0,0.0,,,2017-06-12,中证交易所高等级绿色债券指数
2017-06-13,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.0,,0.11,0.0,0.0,,,2017-06-13,中证交易所高等级绿色债券指数
2017-06-14,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.15,,0.15,0.0,0.0,,,2017-06-14,中证交易所高等级绿色债券指数
2017-06-15,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.27,,0.13,0.0,0.0,,,2017-06-15,中证交易所高等级绿色债券指数
2017-06-16,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.34,,0.07,0.0,0.0,,,2017-06-16,中证交易所高等级绿色债券指数
2017-06-19,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.5,,0.16,0.0,0.0,,,2017-06-19,中证交易所高等级绿色债券指数
2017-06-20,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.66,,0.16,0.0,0.0,,,2017-06-20,中证交易所高等级绿色债券指数
2017-06-21,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.71,,0.06,0.0,0.0,,,2017-06-21,中证交易所高等级绿色债券指数
2017-06-22,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.77,,0.06,0.0,0.0,,,2017-06-22,中证交易所高等级绿色债券指数
2017-06-23,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.8,,0.03,0.0,0.0,,,2017-06-23,中证交易所高等级绿色债券指数
2017-06-26,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,98.86,,0.06,0.0,0.0,,,2017-06-26,中证交易所高等级绿色债券指数
2017-06-27,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.03,,0.18,0.0,0.0,,,2017-06-27,中证交易所高等级绿色债券指数
2017-06-28,931147,中证交易所高等级绿色债券指数,交易所高等级绿色债,CSI Exchange High Grade Green Bond Index,Exchange High Grade Green Bond,,,,99.05,,0.01,0.0,0.0,,,2017-06-28,中证交易所高等级绿色债券指数
