date,open,high,low,close,volume,hold,settle,品种,交易所,合约代码
2017-01-17,99.12,99.175,98.98,99.075,7239,0,0.0,5年期国债期货,CFFEX,TF0
2017-01-18,99.075,99.3,99.06,99.1,6430,0,0.0,5年期国债期货,CFFEX,TF0
2017-01-19,99.0,99.42,98.965,99.355,7685,0,0.0,5年期国债期货,CFFEX,TF0
2017-01-20,99.335,99.63,99.255,99.47,7957,0,0.0,5年期国债期货,CFFEX,TF0
2017-01-23,99.495,99.555,99.38,99.425,3716,0,0.0,5年期国债期货,CFFEX,TF0
2017-01-24,99.46,99.765,99.055,99.095,7646,0,0.0,5年期国债期货,CFFEX,TF0
2017-01-25,99.06,99.06,98.8,98.97,8201,0,0.0,5年期国债期货,CFFEX,TF0
2017-01-26,98.865,99.075,98.835,99.075,5436,0,98.965,5年期国债期货,CFFEX,TF0
2017-02-03,99.2,99.2,98.615,98.745,7771,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-06,98.635,99.115,98.635,98.83,4877,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-07,97.345,97.66,97.21,97.605,8359,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-08,97.64,97.94,97.605,97.94,8511,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-09,97.965,98.17,97.94,98.115,8550,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-10,98.095,98.1,97.955,98.02,6851,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-13,98.03,98.335,97.98,98.275,7113,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-14,98.245,98.38,98.03,98.165,8539,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-15,98.11,98.17,97.97,98.115,7969,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-16,98.12,98.6,98.095,98.6,9203,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-17,98.49,98.69,98.38,98.57,11036,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-20,98.675,98.865,98.535,98.785,10004,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-21,98.795,98.795,98.47,98.495,10554,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-22,98.31,98.86,98.31,98.83,9682,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-23,98.895,99.0,98.7,98.84,7703,0,98.82,5年期国债期货,CFFEX,TF0
2017-02-24,98.84,98.99,98.65,98.795,10046,0,98.85,5年期国债期货,CFFEX,TF0
2017-02-27,98.86,99.07,98.705,98.72,9353,0,0.0,5年期国债期货,CFFEX,TF0
2017-02-28,98.72,98.95,98.665,98.905,6625,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-01,98.85,98.87,98.5,98.535,9271,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-02,98.5,98.62,98.425,98.485,8388,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-03,98.485,98.65,98.4,98.425,8175,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-06,98.42,98.475,98.33,98.35,6449,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-07,98.35,98.52,98.295,98.49,6654,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-08,98.49,98.545,98.14,98.14,9217,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-09,98.145,98.45,98.03,98.05,9619,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-10,98.095,98.185,97.995,98.115,6919,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-13,98.09,98.665,98.005,98.505,10915,0,98.405,5年期国债期货,CFFEX,TF0
2017-03-14,98.51,98.635,98.43,98.61,9154,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-15,98.61,98.695,98.455,98.605,7652,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-16,98.695,99.17,98.695,98.89,19013,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-17,98.83,98.97,98.765,98.82,8231,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-20,98.825,98.98,98.705,98.815,9023,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-21,98.775,98.96,98.6,98.955,10347,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-22,98.92,99.055,98.8,98.865,9274,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-23,98.88,99.045,98.735,98.945,9581,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-24,98.995,99.365,98.845,99.26,12048,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-27,99.26,99.4,99.2,99.375,8790,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-28,99.385,99.45,99.175,99.22,9918,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-29,99.19,99.365,99.06,99.205,8468,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-30,99.205,99.25,99.015,99.21,8380,0,0.0,5年期国债期货,CFFEX,TF0
2017-03-31,99.16,99.38,99.04,99.24,8194,0,99.205,5年期国债期货,CFFEX,TF0
2017-04-05,99.3,99.42,98.955,99.055,9270,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-06,99.08,99.18,98.99,99.145,6982,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-07,99.135,99.325,99.135,99.265,7608,0,99.24,5年期国债期货,CFFEX,TF0
2017-04-10,99.245,99.25,99.045,99.11,7293,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-11,99.07,99.21,99.005,99.15,5707,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-12,99.265,99.285,98.965,99.0,10120,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-13,99.0,99.165,98.85,99.05,9730,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-14,99.05,99.1,98.795,98.815,7758,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-17,98.755,98.865,98.52,98.555,9575,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-18,98.49,98.64,98.4,98.57,8084,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-19,98.63,98.77,98.57,98.67,8151,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-20,98.61,98.72,98.53,98.655,8135,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-21,98.61,98.67,98.365,98.41,8647,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-24,98.39,98.39,98.03,98.14,10477,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-25,98.14,98.45,98.13,98.385,10056,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-26,98.31,98.48,98.305,98.42,8948,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-27,98.425,98.535,98.325,98.405,8767,0,0.0,5年期国债期货,CFFEX,TF0
2017-04-28,98.385,98.415,98.24,98.305,6643,0,98.28,5年期国债期货,CFFEX,TF0
2017-05-02,98.3,98.43,98.165,98.26,8920,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-03,98.215,98.26,98.005,98.155,8355,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-04,98.175,98.27,97.755,97.765,11065,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-05,97.78,97.835,97.635,97.715,7471,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-08,97.68,97.77,97.41,97.465,9158,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-09,97.45,97.555,97.35,97.375,10663,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-10,97.32,97.485,96.875,96.97,15901,0,96.95,5年期国债期货,CFFEX,TF0
2017-05-11,96.97,97.28,96.925,97.2,12932,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-12,97.38,97.54,97.06,97.095,18131,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-15,97.3,98.285,97.285,97.39,15694,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-16,97.37,97.435,97.2,97.345,11662,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-17,97.275,97.395,97.125,97.29,16285,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-18,97.36,97.475,97.31,97.355,11551,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-19,97.345,97.38,97.1,97.265,15125,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-22,97.19,97.21,96.88,96.895,11881,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-23,96.895,97.16,96.85,97.06,12684,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-24,97.055,97.355,96.99,97.255,15124,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-25,97.33,97.35,97.19,97.295,9244,0,0.0,5年期国债期货,CFFEX,TF0
2017-05-26,97.245,97.275,97.125,97.22,6373,0,97.22,5年期国债期货,CFFEX,TF0
2017-05-31,97.155,97.575,97.155,97.54,9771,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-01,97.5,97.72,97.44,97.7,9517,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-02,97.7,97.7,97.5,97.66,6428,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-05,97.68,97.865,97.655,97.785,9341,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-06,97.785,97.835,97.645,97.69,7082,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-07,97.64,97.665,97.41,97.63,13681,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-08,97.66,97.69,97.455,97.51,10457,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-09,97.55,97.645,97.455,97.575,7865,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-12,97.625,97.885,97.625,97.81,9920,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-13,97.95,98.025,97.79,97.83,8928,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-14,97.75,98.06,97.72,97.94,20264,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-15,97.9,98.14,97.825,97.92,14293,0,97.89,5年期国债期货,CFFEX,TF0
2017-06-16,97.855,97.935,97.79,97.88,8232,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-19,97.94,98.29,97.94,98.235,13310,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-20,98.28,98.34,98.155,98.22,11134,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-21,98.22,98.285,97.965,98.035,14375,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-22,98.02,98.04,97.78,97.845,14065,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-23,97.865,98.025,97.865,97.99,9252,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-26,98.02,98.23,97.985,98.19,11294,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-27,98.225,98.275,98.07,98.175,9709,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-28,98.115,98.23,98.065,98.135,10289,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-29,98.12,98.17,98.015,98.09,11875,0,0.0,5年期国债期货,CFFEX,TF0
2017-06-30,98.0,98.025,97.92,97.99,10328,0,0.0,5年期国债期货,CFFEX,TF0
2017-07-03,98.01,98.05,97.78,97.78,9365,0,0.0,5年期国债期货,CFFEX,TF0
2017-07-04,97.755,97.865,97.725,97.84,6945,0,0.0,5年期国债期货,CFFEX,TF0
2017-07-05,97.8,97.97,97.785,97.95,8642,0,0.0,5年期国债期货,CFFEX,TF0
2017-07-06,98.0,98.12,97.95,98.07,8866,0,0.0,5年期国债期货,CFFEX,TF0
2017-07-07,98.02,98.17,97.965,97.965,11850,0,0.0,5年期国债期货,CFFEX,TF0
2017-07-10,97.99,98.06,97.895,97.9,10920,0,0.0,5年期国债期货,CFFEX,TF0
2017-07-11,97.9,98.0,97.87,97.9,9802,0,0.0,5年期国债期货,CFFEX,TF0
